,exp,edu,hab,v_tit,v_desc,sim
9,the same,the same,the same,Desenvolvedor CRM Sielbel," Atuar no levantamento de documentação necessária para início do projeto Atuar com report sobre status do projeto para GP e diretoria. Atuar com os módulos de Dynamic Catalog, Financial Service, Customer Order Managemen for Banking e Bem como análises non Credit. Ser responsável pelo Siebel Order Management Administration e também Server Administrator . Certificações em Desenvolvimento Siebel 8 Energy, Siebel Foundations, Siebel Server Administration, Siebel Remote Administration e Configuring an Application Using Siebel Tools., Ensino Superior completo.",0.081
0,"Senior Data Scientist,Pesquisador,Data Scientist,Engenheiro,Estagiário,Estagiário","Bachelor’s Degree,Control and Automation Engineering,Specialization,Machine Learning","Machine Learning,Algorithms,Data Science,R,Python,Software Engineering,C#,Design Patterns,SQL,Optimization,Programming,C++,Microsoft Office,Deep Learning",Cientista de Dados," Solucionar problemas de negócios com técnicas de orientação à dados Trabalhar com uma variedade de linguagens de programação Fazer testes estatísticos e distribuições Usar técnicas como machine learning, deep learning e text analytics para criar soluções novas e escaláveis,Comunicar-se e colaborar com TI e áreas de Negócios. Procurar por ordens e padrões nos dados, bem como detectar tendências que podem ajudar os resultados da empresa., Experiência em Pleno-sênior, Qualificações,Conhecimento de preparação de dados,Conhecimento em text analytics; data storytelling; Machine learning; Deep Learning. Proficiência em R, SAS ou SPSS Experiência em relacionar grande quantidade de dados é desejável (SQL),Conhecimento de linguaguem de programação Python, C++ ou Java (diferencial).Habilidade de trabalhar com pessoas de diferentes níveis na organização.",0.4185
1,the same,the same,the same,Especialista Cientista de Dados," Ser responsável por construir modelos estatísticos e desenvolver mecanismos e serviços baseados em Advanced analytics e Big Data. Aplicar forte expertise em machine learning, data mining e obtenção de informações para desenhar soluções com visão cliente a cliente que alavanquem os resultados da companhia., Graduação em matemática, física, engenharia, ciência da computação, estatística, economia Mestrado/PhD em matemática, física, engenharia, ciência da computação, estatística ou disciplina técnica relacionada. Conhecimento aprofundado de machine learning, estatística, otimização e modelagem. Experiência com R, Python, Alteryx, SAS Guide e SAS Miner. Desejável experiência com ferramentas de computação distribuída. Experiência em função relacionada a ciência de dados e/ou estatística. Experiência no trabalho com grandes conjuntos de dados, simulação/otimização. Ter interesse pela pesquisa e a aquisição de novos conhecimentos.",0.3875
2,the same,the same,the same,Analista de Banco de Dados," Responsável por executar especificação de arquitetura de referência em BIGData. Construção de Projetos e Provas de conceito e Projetos Piloto. Desenvolvimento de Projetos de BIGData, ETL. Atuação com produtos de mercado de BIG, Data, modelagem relacional e dimensional Queries / SQL e conceitos em bancos de dados relacionais. Conceitos em bancos de dados NoSQL e construção de Data Warehouses., Desejável conhecimento em Queries em MDX Big Data Hadoop Spark Machine Learning Python ou Linguagem R Modelagem de cubos. Experiência em projetos de BIG Data, atuando tecnicamente com produtos e arquiteturas. Experiência em projetos que envolvam análise de dados em tempo real. Ser Pleno / Sênior (depende do perfil exigido para a vaga), pró-ativo, boa comunicação, facilidade de entendimento e em condução de reuniões., Ter Ensino Superior em Tecnologia da Informação., Conhecimento em banco de dados Oracle e Postgres. Conhecimento em ferramentas ETL de mercado, preferencialmente Pentaho / kettle.",0.3589
3,the same,the same,the same,Cientista de Dados," Atuará na área de inteligência de negócios das unidades de negócio voltadas a Gestão Pública e Justiça, interagirá diretamente com equipes internas para o melhor entendimento das perguntas e estratégias de modelagem de dados, participará ativamente da estratégia de modelagem das perguntas:que técnica usar, que variáveis internas e externas deverão ser buscadas e como extrair estes dados, será responsável direto pela modelagem descoberta da melhor combinação de técnicas e métodos para responder cada pergunta, além da interação com o público interno, também haverá a possibilidade de contato com o cliente para validar parcialmente os resultados e melhorar o entendimento da demanda, analisar, compactar e limpar os dados e informações da base de dados, elaborar planos de ação para o desenvolvimento de algoritmos de análise de dados, identificar comportamentos e série de dados, testar e decidir diferentes algoritmos de acordo com o comportamento das séries, elaborar padrões ou procedimentos de testes back-end, buscar as informações necessárias para realização das análises de desempenho, controle e monitoramento dos algoritmos, deverá apresentar os resultados de forma clara e transparente, em alguns casos em forma de output para ser carregado em uma ferramenta de visualização ou em forma de apresentação para o cliente (um PPT seguindo os preceitos de story telling, por exemplo) e outras como um documento de especificação para ser desenvolvido por programadores em ( Python)., Experiência com softwares matemáticos e linguagem de programação JAVA, PYTHON, R, Scala ou similares, em projetos dedicados ao setor publico, na liderança de projetos relacionados a Big Data, Analytics e demais correlações, incluindo interações com cliente equipes de infraestrutura e desenvolvimento, em modelagem de algoritmos quantitativos( tais como árvore de decisão, algoritmos evolutivos, algoritmos de cluste ring)., Ensino Superior completo em Matemática, Ciências da computação, Engenharia da Computação ou áreas relacionadas. Será considerado um diferencial Mestrado, Pós- Graduação ou especialização completa nas áreas de machine learning, inteligência artificial., Conhecimento em ferramentas de extração de dados, ferramentas e recursos de machine learning tais como Cortana Analytics, Azure Machine, Learning, Hadoop, Watson, conhecimento em ferramentas de visualização de dados, tais como QLIK, Tableu, Power BI, ou outra de mercado, conhecimento avançado em estatística e banco de dados. Habilidade com análise de dados e informações Habilidade com softwares de análise de curvas para Big Data.",0.2356
4,the same,the same,the same,Cientista de Dados Sênior," Explorar os dados e criar insights. Criar modelos estatísticos aplicando inteligência sobre os dados. Entender necessidades internas e produzir analises que auxiliam a responder questões estratégicas. Detectar fraude ou anomalias nas operações de negocio. Utilizar machine learning e Big Data para ciar novos produtos e visões. Contribuir com discussões relacionadas a plataforma de Analytics e Big data, assim como levantamento de novas fontes de dados., Experiência na função., Superior completo em estatística., Conhecimentos em modelos e soluções para Machine Learning (Azure Machine Learning, Amazon Machine Learning). Conhecimentos avançados em R e Python. Desejável conhecimento em Hadoop e sistemas GIS.",0.217
5,the same,the same,the same,Cientista de Dados," Irá aportar ferramentas e conceitos analíticos para projetos em que estudamos a configuração de elementos da organização (Organograma, Pessoas, Processos, Sistema de Governança, Incentivos) para atender às projeções de crescimento e de resultados dos negócios., Necessário experiências com processos de negócios e business plan são ótimos diferenciais., Conhecimentos em prototipação, dataviz, data analytics, big data, machine learning.",0.2042
6,the same,the same,the same,Desenvolvedor Pleno Python - Webscraping / Web," Atuar com desenvolvimento em Python, Python/Requests, Python/Beautiful Soup e Selenium. Desejável: C#, SQL Server, Java Script, Angular, X-Path, Machine Learning (com ferramentas Python) Flask e MongoDb., Experiência em desenvolvimento Python / web. Superior completo em Tecnologia da Informação.",0.1945
7,the same,the same,the same,Programador," Desenvolvimento de sistemas automatizados. Extração de dados na Web. Reconhecimento de captchas (imagem anti-robô)., Conhecimento de técnicas e ferramentas de inteligência artificial já existentes em linguagens como: Python, Java, C++, Delphi, entre outras. Conhecimentos em Web Data Extraction, Machine Learning, Image Recognition, TensorFlow e Scikit Learn Library.",0.194
8,the same,the same,the same,Programador Machine Learning," Encabeçar a equipe de Machine Learning e IA da PixForce, participar de projetos, atuar com programação etc., Experiência com machine learning. Experiência em processamento de imagens. Proficiência em Python.",0.1893
9,the same,the same,the same,Programador IA," Trabalhar com desenvolvimento de sistemas para processamento de imagens em empresa de tecnologia e testes., Experiência com machine learning. Experiência em processamento de imagens. Proficiência em Python.",0.1785
0,"Data Scientist II,Analista de Modelagem","Matemática Aplicada,Otimização,especialização,Gestão de risco,especialização,Mestrado Estatística,Credit Scoring","SQL,Microsoft Office,Modelagem estatística,Programação SAS,Gestão de riscos,Modelagem matemática",Desenvolvedor SAS Jr," Conhecimento em SAS Base
Conhecimento em programação SAS BASE, Experiência na área de BI.",0.336
1,the same,the same,the same,Especialista Cientista de Dados," Ser responsável por construir modelos estatísticos e desenvolver mecanismos e serviços baseados em Advanced analytics e Big Data. Aplicar forte expertise em machine learning, data mining e obtenção de informações para desenhar soluções com visão cliente a cliente que alavanquem os resultados da companhia., Graduação em matemática, física, engenharia, ciência da computação, estatística, economia Mestrado/PhD em matemática, física, engenharia, ciência da computação, estatística ou disciplina técnica relacionada. Conhecimento aprofundado de machine learning, estatística, otimização e modelagem. Experiência com R, Python, Alteryx, SAS Guide e SAS Miner. Desejável experiência com ferramentas de computação distribuída. Experiência em função relacionada a ciência de dados e/ou estatística. Experiência no trabalho com grandes conjuntos de dados, simulação/otimização. Ter interesse pela pesquisa e a aquisição de novos conhecimentos.",0.2846
2,the same,the same,the same,Developer Java com Apache Hadoop/Java," Construir softwares com qualidade, desenvolver frameworks em Java, Python, Hadoop e Shell Script, enfrentar desafios reais do negócio com o cliente e o time, inovar e pensar em soluções com o time para o projeto em que for trabalhar, aprender novas tecnologias., Será um diferencial experiência com as ferramentas SAS e Power Design., Será um diferencial conhecimento em modelagem estatística.",0.2531
3,the same,the same,the same,Analista de Infraestrutura SAS," Manutenção de servidores e data center, criação de usuários e manutenção de grupos para concessão de privilégios com permissão de acesso., Conhecimentos com SAS e infraestrutura.",0.2283
4,the same,the same,the same,Analista de Modelagem de Dados," Manipulação e análise de base de dados. Estudo de regras para prevenção a fraude transacional e de originação. Elaboração de relatórios. Acompanhamento de relatórios de performance de sistemas de detecção de fraude. Desenvolvimento de modelos estatísticos para detecção de fraudes e executar rotinas periódicas da área., Superior completo em Estatística ou Matemática (mandatório). Excel avançado e SAS/SQL (avançado).",0.204
5,the same,the same,the same,Cientista de Dados," Análise de dados e modelagem estatística, regressões, behaviour score, árvores de decisões. Ter desenvoltura em extrair insights de dados analíticos., Conhecimento em ferramentas analíticas, desejável SAS. Ensino Superior preferencialmente em Estatística, Matemática ou Economia com skills em Econometria.",0.1988
6,the same,the same,the same,Analista Desenvolvedor Júnior," Atuar com foco em BI (Business Intelligence), extração, transformação e carga de dados e também na elaboração e acompanhamento de indicadores., Ensino Superior completo em Ciências da Computação, Engenharia da Computação, Sistemas de Informação, Matemática ou Estatística. Experiência em banco de dados SQL Server e Oracle, linguagens Transact-SQL e PL/SQL, realização de modelagem, extração e manipulação de dados. Desejável conhecimentos em programação (PHP, Java e Javascript) e na elaboração e acompanhamento de indicadores em relatórios gerenciais, inclusive com uso avançado de Excel. Desejável também conhecimentos básicos em estatística (amostragem, distribuições de frequência, medidas de dispersão, regressão linear etc).",0.1948
7,the same,the same,the same,Programador SAS," Atividades: 
- Preparar dados de entrada para otimização de marketing SAS
- Identificar Tabelas de dados necessárias e opcionais
- Criar Janela Input Data
- Criar dados de entrada
- Desenvolver Cenários na Otimização de Marketing SAS
- Criar Filtros e medidas
- Desenvolver Modelagem de cenários para otimização de preços
- Capacidade  de identificar os problema de negócios, com uma visão geral do problema de otimização de marketing, Requisitos: 
- Conhecer SAS Customer Intelligence Tools, SAS Marketing Optimization software.
- Conhecer os principais recursos da SAS Marketing Optimization
- Conhecer Otimização Matemática",0.1726
8,the same,the same,the same,Assistente Técnico de Planejamento e Controle," Auxiliar na construção de estudos diagnósticos. Dar suporte no desenvolvimento de estudos retrospectivos e prospectivos. Dar suporte na modelagem de tratamento da base de dados., Necessário Ensino Superior completo em Estatística. Desejável ter conhecimentos em R e SAS. Desejável experiência na função.",0.169
9,the same,the same,the same,Assistente Técnico de Controle - Estatística," Auxiliar no acompanhamento e análise de indicadores, auxiliar à equipe na criação, manutenção e revisão de procedimentos estatísticos regulares, auxiliar na orientação à equipe, na elaboração e metodologia de pesquisa., Experiência em Excel avançado., Formação completa em Estatística., Desejável conhecimento como Operador de saúde.",0.1667
0,"Cientista de dados,Pesquisador,Modelagem Credit Scoring,Pesquisa em Data Mining","Pós-graduação,Mestrado em Estatística,Bacharelado,Estatistica","R (Linguaguem de programação),C (linguagem de programação),Programação SAS,Microsoft Excel,Java,Linux,Pesquisa,Regressão Logística,Modelagem Estatística,Análise Multivariada,Simulação Estocástica,Microsoft Office,Microsoft PowerPoint,Inglês,R (linguagem de programação),Estatística,Programação de computadores,LaTeX,Mineração de dados,Análise de dados,Matemática,Análises,Análise de dados estatísticos,Gestão de dados",Cientista de Dados," Desenvolver soluções para aprendizado de máquina, incluindo definição do problema, mineração, exploração e visualização de dados, experimento de algoritmos, avaliação e comparação de resultados. Implantar hipóteses, melhorando de forma interativa o modelo e o processo. Trabalhar com dados de diversas fontes, estruturados e não estruturados. Preparar análises de dados complexas e modelos que ajudam a resolver problemas do cliente e a entregar impacto significativamente mensurável. Delinear o tipo de solução por meio da aplicação, interpretação dos resultados e transferência de informação para o cliente ou os colegas. Trabalhar na coleta de dados diretamente do banco., Experiência na aplicação de técnicas de mineração de dados e de aprendizagem de máquina para problemas reais, utilizando grandes quantidades de dados., Ensino Superior completo em Estatística, Matemática, Ciência da Computação, Engenharia, Física ou áreas relacionadas., Habilidade para criar protótipos de algoritmos de análise e modelagem estatística, bem como aplicar esses algoritmos para soluções de problemas com embasamento em dados. Conhecimento em Python. Conhecimento em modelos de algoritmo (Bayesiano, Árvore de decisão, Apriori). Proficiência em extração de dados de bases relacionais e/ou não- relacionais (SQL / NOSQL).",0.373
1,the same,the same,the same,Analista De Suporte," Suporte técnico a clientes., Superior em redes de computadores ou afins., Conhecimento em Windows Server. Banco de dados: SQL Server Aplicações de Escritório: LibreOffice, Lotus Notes, Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Open Office, StarOffice Sistemas Operacionais: Windows.",0.3094
2,the same,the same,the same,Analista Desenvolvedor Pleno," Atuar com desenvolvimento, análise de melhorias e demais funções da área., Experiência com as tecnologias: VB.Net,C e SQL Server. Desejável experiência de 6 meses em Análise e desenvolvimento web. Banco de dados: SQL Server Programação: ASP, ASP.Net, C#, Dot Net, VB.Net. , Ensino Superior cursando em Engenharia/Ciência da Computação, Sistemas da Informação ou similar., Aplicações de Escritório: Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word.",0.2861
3,the same,the same,the same,Analista de Sistemas," Realizar análise e desenvolvimento de projetos de sistemas em Java. Fazer levantamento de requisitos, mapeamento de processos e modelagem de dados. Implementar sistemas de acordo com as regras de negócio. Analisar o desempenho de sistemas implantados, soluciona problemas técnicos e elaborar manuais. Necessário experiência com análise e desenvolvimento de projetos de sistemas em Java. Experiência com Programação em linguagem Java web., Experiência em análise de mudanças de escopo, programação em linguagem Java banco de dados (Oracle), análise de sistema, modelagem de banco de dados e processos e estimativas de tempo de desenvolvimento, Experiência em análise e definição de soluções utilizando arquitetura SOA, modelagem e projetos utilizando UML.",0.2469
4,the same,the same,the same,Especialista Cientista de Dados," Ser responsável por construir modelos estatísticos e desenvolver mecanismos e serviços baseados em Advanced analytics e Big Data. Aplicar forte expertise em machine learning, data mining e obtenção de informações para desenhar soluções com visão cliente a cliente que alavanquem os resultados da companhia., Graduação em matemática, física, engenharia, ciência da computação, estatística, economia Mestrado/PhD em matemática, física, engenharia, ciência da computação, estatística ou disciplina técnica relacionada. Conhecimento aprofundado de machine learning, estatística, otimização e modelagem. Experiência com R, Python, Alteryx, SAS Guide e SAS Miner. Desejável experiência com ferramentas de computação distribuída. Experiência em função relacionada a ciência de dados e/ou estatística. Experiência no trabalho com grandes conjuntos de dados, simulação/otimização. Ter interesse pela pesquisa e a aquisição de novos conhecimentos.",0.232
5,the same,the same,the same,Cientista de Dados," Análise de dados e modelagem estatística, regressões, behaviour score, árvores de decisões. Ter desenvoltura em extrair insights de dados analíticos., Conhecimento em ferramentas analíticas, desejável SAS. Ensino Superior preferencialmente em Estatística, Matemática ou Economia com skills em Econometria.",0.2227
6,the same,the same,the same,Cientista de Dados," Solucionar problemas de negócios com técnicas de orientação à dados. Atuar com variedade de linguagem de programação e fazer testes estatísticos e distribuições. Usar técnicas para criar novas soluções e escaláveis. Atuação em conjunto com o TI e áreas de negócios. Procurar por ordens e padrões de dados, bem como detectar tendências que podem alavancar os resultados da empresa., Experiência em relacionar grande quantidade de dados e desejável SQL., Ensino Superior em Engenharia, Matemática, Estatística, Economia ou Ciência da Computação. Desejável Pós Graduação., Conhecimento em Linguagem de programação e habilidade de trabalhar com pessoas de diferentes níveis na organização.",0.2003
7,the same,the same,the same,Analista Desenvolvedor Júnior," Atuar com foco em BI (Business Intelligence), extração, transformação e carga de dados e também na elaboração e acompanhamento de indicadores., Ensino Superior completo em Ciências da Computação, Engenharia da Computação, Sistemas de Informação, Matemática ou Estatística. Experiência em banco de dados SQL Server e Oracle, linguagens Transact-SQL e PL/SQL, realização de modelagem, extração e manipulação de dados. Desejável conhecimentos em programação (PHP, Java e Javascript) e na elaboração e acompanhamento de indicadores em relatórios gerenciais, inclusive com uso avançado de Excel. Desejável também conhecimentos básicos em estatística (amostragem, distribuições de frequência, medidas de dispersão, regressão linear etc).",0.1958
8,the same,the same,the same,Assistente Técnico de Planejamento e Controle," Auxiliar na construção de estudos diagnósticos. Dar suporte no desenvolvimento de estudos retrospectivos e prospectivos. Dar suporte na modelagem de tratamento da base de dados., Necessário Ensino Superior completo em Estatística. Desejável ter conhecimentos em R e SAS. Desejável experiência na função.",0.1951
9,the same,the same,the same,Assistente Técnico de Controle - Estatística," Auxiliar no acompanhamento e análise de indicadores, auxiliar à equipe na criação, manutenção e revisão de procedimentos estatísticos regulares, auxiliar na orientação à equipe, na elaboração e metodologia de pesquisa., Experiência em Excel avançado., Formação completa em Estatística., Desejável conhecimento como Operador de saúde.",0.1937
0,"Data Scientist,Gestão de Projetos de S&OP e Logística (Inteligência artificial),Diretora Executiva,Gestão de Projetos,Gerente Comercial","Mestranda,Engenharia de Produção - Logística,Administración y Dirección Empresarial,Economia e Gestão Empresarial,Engenharia de Produção,Matemática","Microsoft Office,Microsoft PowerPoint,Microsoft Project,Microsoft Excel,Strategic Planning,Liderança de equipe,Planejamento estratégico,Sistemas operacionais,Gestão de projetos,Estratégia empresarial,Engenharia,Inglês,Estratégias de marketing,Planejamento empresarial",Analista De Suporte," Suporte técnico a clientes., Superior em redes de computadores ou afins., Conhecimento em Windows Server. Banco de dados: SQL Server Aplicações de Escritório: LibreOffice, Lotus Notes, Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, Open Office, StarOffice Sistemas Operacionais: Windows.",0.415
1,the same,the same,the same,Consultor De Vendas - Software Erp," Atender clientes do para venda de software ERP, CRM e BI, identificar soluções e necessidades técnicas e elaborar proposta comercial., Ensino Médio completo., Aplicações de Escritório: Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word.",0.2819
2,the same,the same,the same,Consultor de Vendas de Software de Gestão Empresarial - ERP," Realizar visitas externas para apresentação de Software de Gestão Empresarial - ERP, realizar negociação e vendas., Experiência na área de vendas. Noções em regras de negócios voltado as áreas Administrativas, Comerciais, Produtivas e Materiais,",0.2566
3,the same,the same,the same,Analista de Negócios," Identificar e elaborar soluções, buscando adequação aos processos de negócio dos clientes e necessidades do mercado e aderência aos sistemas da Senior. Realizar o levantamento das necessidades dos clientes e/ou mercado, pesquisar as tendências e práticas do mercado, avaliar o impacto das alterações visando garantir a integridade dos sistemas., Vivência em gestão empresarial (ERP), conhecimento em levantamento de requisitos, especificação funcional, modelagem de processos de negócios e desenvolvimento, técnicas de redação, liderança de time., Ensino Superior completo em Administração, Ciências Contábeis, Economia, Ciências da Computação, Sistemas de Informação ou outros equivalentes na área de Gestão Empresarial., Desejável conhecimento no produto ERP Senior, metodologias ágeis e técnicas de estimativa de software.",0.2464
4,the same,the same,the same,Analista de Suporte Técnico," Fazer análise técnica, suporte de sistemas empresarias para gestão de pessoas e empresarial., Experiência em SQL, lógica de programação, administração.",0.2446
5,the same,the same,the same,Técnico de Suporte Gestão Empresarial," Irá prestar suporte técnico para instalação, configuração e manutenção de software e hardware., Ensino Médio completo. Desejável Ensino Superior em Administração ou Informática, Conhecimento em banco de Dados SQL. Conhecimento de informática, gestão corporativa. Conhecimento médio em SQL e Rede. ",0.2338
6,the same,the same,the same,Técnico de Suporte Gestão Empresarial," Irá atuar com Gestão Corporativa, auxílio nas áreas comerciais entre outras atividades., Ensino Superior completo em Administração ou Informática., Conhecimento em banco de Dados SQL, conhecimento em Gestão Corporativa. Conhecimento Médio em Rede.",0.2255
7,the same,the same,the same,Representante / Consultor Comercial - Sistemas de Gestão e SMS," Responsável por desenvolvimento e consultoria em implantação de software para gestão empresarial em micro e pequenas e grandes empresas do segmento comercial., Experiência com venda de produtos ou serviços em informática e consultoria empresarial. , Conhecimento em informática, consultoria empresarial e em sistemas para gestão empresarial.",0.2251
8,the same,the same,the same,Técnico Administrativo Climatização," Atuar com prospecção, desenvolvimento de fornecedores e contatos com clientes., Ensino Superior em Engenharia Mecânica ou Mecatrônica., Ter conhecimentos em aplicações de Escritório (Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word).",0.2212
9,the same,the same,the same,Apoio Técnico," Irá auxiliar na manutenção corretiva, preventiva e calibração de equipamento médicos hospitalares., Ensino Técnico., Aplicações de Escritório, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word.",0.2136
0,"Researcher,Ph.D. Candidate,Software Engineer (Trainee),Undergraduate monitoring/advisory in Computer Science related areas","Post-doctoral research,Finance, banking, systemic risk, machine learning, complex networks,Postdoctoral Research,Computer Sciences - Machine Learning and Complex Networks,Ph.D.,Computer Sciences - Machine Learning and Complex Networks,A,BE,Computer Engineering,9.2","Machine Learning,Scrum,Hibernate,Java,C,C++,Spring,UML,Test Driven Development,Artificial Intelligence,Algorithms,Design Patterns,DDD,TDD,PowerDesigner,XP,Database Design,Eclipse,Fast Learner,Java Enterprise Edition,Unit Testing,Object Oriented Design,Complex Networks,Supervised Learning,Semi-supervised Learning,Unsupervised Learning,Computer Science,Software Engineering,Pattern Recognition,SQL,Software Development,Spring Framework,Systemic Risk,Banking,Central Banks,Risk Analysis,Big Data",Cientista de Dados," Solucionar problemas de negócios com técnicas de orientação à dados Trabalhar com uma variedade de linguagens de programação Fazer testes estatísticos e distribuições Usar técnicas como machine learning, deep learning e text analytics para criar soluções novas e escaláveis,Comunicar-se e colaborar com TI e áreas de Negócios. Procurar por ordens e padrões nos dados, bem como detectar tendências que podem ajudar os resultados da empresa., Experiência em Pleno-sênior, Qualificações,Conhecimento de preparação de dados,Conhecimento em text analytics; data storytelling; Machine learning; Deep Learning. Proficiência em R, SAS ou SPSS Experiência em relacionar grande quantidade de dados é desejável (SQL),Conhecimento de linguaguem de programação Python, C++ ou Java (diferencial).Habilidade de trabalhar com pessoas de diferentes níveis na organização.",0.4234
1,the same,the same,the same,Programador Back-end," Desenvolvimento e manutenção em aplicativo multiplataforma utilizando recursos de Inteligência Artificial., Ter conhecimentos em Node.js, Express, APIs RESTFull, MongoDB, GoogleCloud e Natural Language Processing API, chatbots, Inteligência Artificial e Machine Learning.",0.3586
2,the same,the same,the same,Especialista Cientista de Dados," Ser responsável por construir modelos estatísticos e desenvolver mecanismos e serviços baseados em Advanced analytics e Big Data. Aplicar forte expertise em machine learning, data mining e obtenção de informações para desenhar soluções com visão cliente a cliente que alavanquem os resultados da companhia., Graduação em matemática, física, engenharia, ciência da computação, estatística, economia Mestrado/PhD em matemática, física, engenharia, ciência da computação, estatística ou disciplina técnica relacionada. Conhecimento aprofundado de machine learning, estatística, otimização e modelagem. Experiência com R, Python, Alteryx, SAS Guide e SAS Miner. Desejável experiência com ferramentas de computação distribuída. Experiência em função relacionada a ciência de dados e/ou estatística. Experiência no trabalho com grandes conjuntos de dados, simulação/otimização. Ter interesse pela pesquisa e a aquisição de novos conhecimentos.",0.2866
3,the same,the same,the same,Cientista de Dados," Atuará na área de inteligência de negócios das unidades de negócio voltadas a Gestão Pública e Justiça, interagirá diretamente com equipes internas para o melhor entendimento das perguntas e estratégias de modelagem de dados, participará ativamente da estratégia de modelagem das perguntas:que técnica usar, que variáveis internas e externas deverão ser buscadas e como extrair estes dados, será responsável direto pela modelagem descoberta da melhor combinação de técnicas e métodos para responder cada pergunta, além da interação com o público interno, também haverá a possibilidade de contato com o cliente para validar parcialmente os resultados e melhorar o entendimento da demanda, analisar, compactar e limpar os dados e informações da base de dados, elaborar planos de ação para o desenvolvimento de algoritmos de análise de dados, identificar comportamentos e série de dados, testar e decidir diferentes algoritmos de acordo com o comportamento das séries, elaborar padrões ou procedimentos de testes back-end, buscar as informações necessárias para realização das análises de desempenho, controle e monitoramento dos algoritmos, deverá apresentar os resultados de forma clara e transparente, em alguns casos em forma de output para ser carregado em uma ferramenta de visualização ou em forma de apresentação para o cliente (um PPT seguindo os preceitos de story telling, por exemplo) e outras como um documento de especificação para ser desenvolvido por programadores em ( Python)., Experiência com softwares matemáticos e linguagem de programação JAVA, PYTHON, R, Scala ou similares, em projetos dedicados ao setor publico, na liderança de projetos relacionados a Big Data, Analytics e demais correlações, incluindo interações com cliente equipes de infraestrutura e desenvolvimento, em modelagem de algoritmos quantitativos( tais como árvore de decisão, algoritmos evolutivos, algoritmos de cluste ring)., Ensino Superior completo em Matemática, Ciências da computação, Engenharia da Computação ou áreas relacionadas. Será considerado um diferencial Mestrado, Pós- Graduação ou especialização completa nas áreas de machine learning, inteligência artificial., Conhecimento em ferramentas de extração de dados, ferramentas e recursos de machine learning tais como Cortana Analytics, Azure Machine, Learning, Hadoop, Watson, conhecimento em ferramentas de visualização de dados, tais como QLIK, Tableu, Power BI, ou outra de mercado, conhecimento avançado em estatística e banco de dados. Habilidade com análise de dados e informações Habilidade com softwares de análise de curvas para Big Data.",0.2255
4,the same,the same,the same,Cientista de Dados Sênior," Explorar os dados e criar insights. Criar modelos estatísticos aplicando inteligência sobre os dados. Entender necessidades internas e produzir analises que auxiliam a responder questões estratégicas. Detectar fraude ou anomalias nas operações de negocio. Utilizar machine learning e Big Data para ciar novos produtos e visões. Contribuir com discussões relacionadas a plataforma de Analytics e Big data, assim como levantamento de novas fontes de dados., Experiência na função., Superior completo em estatística., Conhecimentos em modelos e soluções para Machine Learning (Azure Machine Learning, Amazon Machine Learning). Conhecimentos avançados em R e Python. Desejável conhecimento em Hadoop e sistemas GIS.",0.1959
5,the same,the same,the same,Desenvolvedor Pleno Python - Webscraping / Web," Atuar com desenvolvimento em Python, Python/Requests, Python/Beautiful Soup e Selenium. Desejável: C#, SQL Server, Java Script, Angular, X-Path, Machine Learning (com ferramentas Python) Flask e MongoDb., Experiência em desenvolvimento Python / web. Superior completo em Tecnologia da Informação.",0.1823
6,the same,the same,the same,Programador," Desenvolvimento de sistemas automatizados. Extração de dados na Web. Reconhecimento de captchas (imagem anti-robô)., Conhecimento de técnicas e ferramentas de inteligência artificial já existentes em linguagens como: Python, Java, C++, Delphi, entre outras. Conhecimentos em Web Data Extraction, Machine Learning, Image Recognition, TensorFlow e Scikit Learn Library.",0.1765
7,the same,the same,the same,Programador Machine Learning," Encabeçar a equipe de Machine Learning e IA da PixForce, participar de projetos, atuar com programação etc., Experiência com machine learning. Experiência em processamento de imagens. Proficiência em Python.",0.1625
8,the same,the same,the same,Desenvolvedor PHP Full Stack," Atuar co refinamento de requisitos, planejamento e execução das tarefas que serão realizadas pelo time, POCs relacionadas a evolução do produto e elaboração de techtalks, discussão sobre arquitetura para sistemas de larga escala. Domínio na linguagem PHP e conhecimento ou vivência nas linguagens, Python, Java, JavaScript e GO. Superior completo em Ciências da Computação ou áreas correlatas. Experiência em dois ou mais: web application development, Unix/Linux environments, mobile application development, distributed and parallel systems, machine learning, developing large software systems, NoSQL/SQL databases and/or security software development., Superior completo ou cursando.",0.1625
9,the same,the same,the same,Programador IA," Trabalhar com desenvolvimento de sistemas para processamento de imagens em empresa de tecnologia e testes., Experiência com machine learning. Experiência em processamento de imagens. Proficiência em Python.",0.1549
