,exp,edu,hab,v_tit,v_desc,sim
9,the same,the same,the same,Desenvolvedor Back-end," Automatização da captura de dados, processamento/normalização de informações de diferentes fontes de dados, criação/implantação de processos/ferramentas para gestão de dados, capturamos dados de diversas fontes na internet e centralizamos isso em gigantescas bases de dados. Seu trabalho irá envolver o desenvolvimento e manutenção dessas capturas, o processamento e normalização das informações das diferentes bases de dados, a criação e implantação de processos e ferramentas para gestão desses dados., Experiência em programação em Java, programação com banco de dados NoSQL (MongoDB) e SQL, programação com infraestrutura Cloud, em especial Amazon AWS, Linux., Conhecimento sólido de algoritmos e estruturas de dados;",0.7232
0,"Data Scientist,Gestão de Projetos de S&OP e Logística (Inteligência artificial),Diretora Executiva,Gestão de Projetos,Gerente Comercial","Mestranda,Engenharia de Produção - Logística,Administración y Dirección Empresarial,Economia e Gestão Empresarial,Engenharia de Produção,Matemática","Microsoft Office,Microsoft PowerPoint,Microsoft Project,Microsoft Excel,Strategic Planning,Liderança de equipe,Planejamento estratégico,Sistemas operacionais,Gestão de projetos,Estratégia empresarial,Engenharia,Inglês,Estratégias de marketing,Planejamento empresarial",Engenheiro de Software," Participar em projetos, delegar tarefas, participar de reuniões, entre demais atividades., Ensino Superior em Engenharia da Computação, Ciências da Computação e correlatos. Ser uma pessoa dinâmica, com atitude proativa e apaixonado pelo que faz.",0.7505
1,the same,the same,the same,Analista de Pesquisa e Desenvolvimento Júnior," Dará Suporte ao departamento de Pesquisa e Desenvolvimento no desenvolvimento de novos produtos e revisão de portfólio., Desejável experiência anterior ou estágio em indústria de alimentos nas áreas de P&D, Regulatório ou \""Compliance\"", Qualidade Assegurada ou Laboratório. , Ensino Superior completo ou cursando Engenharia de alimentos, Química ou Equivalente., Pacote Office (Excel, Word, Power point). SAP, Legislações aplicadas à indústria de alimentos, boas práticas de fabricação, etc.",0.7497
2,the same,the same,the same,Gerente de Projetos de TI," Atuar com gerenciamento de projetos de TI críticos. Atuar com controle de projetos usando como técnica Valor Agregado, desenvolvimento de produtos como Plano de Projeto, Planejamento de Riscos, Custo, Escopo e Tempo, elaboração de Relatórios gerenciais, acompanhamento de projetos críticos e treinamento de stakeholders., Ensino Superior completo em qualquer área de TI. Vivência com gerenciamento de projetos. Experiência com Justiça Eleitoral. Experiência em metodologias de gestão de projetos alinhadas ao PMI Project Management Institute. Certificações Desejáveis: PMP e/ou Agile Certified Practitioner (PMIACPSM), ambas pelo PMI Project Management Institute.",0.7456
3,the same,the same,the same,Analista Técnico - Coordenação Pedagógica," Coordenação Pedagógica e educacional do Ensino Fundamental anos finais e Ensino Médio. Desenvolvimento de projetos educacionais, coordenação pedagógica e orientação educacional., Certificado de conclusão do Ensino Superior - Licenciatura em Pedagogia e/ou licenciatura em qualquer área de conhecimento. Certificado de Conclusão de Especialização na área Educacional. Comprovante de experiência de 06 meses na função.",0.7383
4,the same,the same,the same,Analista SAP Pleno," Domínio na configuração dos módulos SAP que suportam os processos de negócio, folha de pagamento (PY), cadastros, gerenciamento organização (OM), benefícios (BN),segurança do trabalho e medicina ocupacional (EH&S), gestão de ponto (TIME) e processos de HR voltados a folha de pagamento, eventos e integração com os demais módulos SAP, LSMW, Debug de programas ABAP., Ensino Superior.",0.7382
5,the same,the same,the same,Coordenador de Sistemas," Manter o bom funcionamento do sistema SAP e Legados, gestão do ambiente SAP, coordenação de implementações/ suporte para os módulos SAP, responsável pela coordenação de equipes funcionais de sistemas., Ensino Superior completo em Tecnologia da Informação e áreas afins. Desejável especialização. Conhecimentos em SAP (FI/CO/AA, MM/SD, PP/QM/PM, PS, BW/BO, GRC-Nfe, PI, Worflow, TRM, CRM, WM, FM, CS) e Gestão de Projetos.",0.7351
6,the same,the same,the same,Coordenador de Sistemas - TOTVS," Coordenar os projetos de implantação de sistemas e corrigir os processos sistêmicos, além de produtividade da área. Coordenar o escopo, prazos e custos de projetos aprovados pelas áreas. Dar suporte sistêmico aos clientes internos, apoiando na geração de relatórios, geração e acompanhamento de indicadores., Ensino Superior completo em Tecnologia da Informação. Inglês intermediário. Imprescindível conhecimento RM : RM LABORE ( Foco), RM SALDUS, RM FLUXUS, RM NUC LEUS, RM VITAE e RM LIBER. Nova linguagem SQL. Necessário conhecimento em rotinas de SPED contábil e fiscal. Conhecimento do e-social. Necessário conhecimento em gestão de projetos PMBOK ou SC.",0.7346
7,the same,the same,the same,Analista de Projetos Sênior," Gerenciamento de projeto (Escopo, Custos, Riscos, Tempo e Qualidade)· Elaboração e Mapeamento dos requisitos de negócio. Priorização e Negociação das prioridades. Cálculo de Payback e Benefícios dos projetos. Gestão de conflitos, Experiência na função de gestão de projetos;· Metodologias: PRINCE2, Scrum, Metodologias Ágeis, PMBOOK, ITSM, BPMN., Ensino Superior completo em Engenharia/ Administração / Sistemas)., Conhecimentos de ferramenta de desenvolvimento, ferramentas Office avançado (PowerPoint, Excel, Project, principalmente Visio)· Apresentação oral e escrita· Inglês e/ou espanhol avançados.",0.7331
8,the same,the same,the same,Líder de Projetos de TI," Implantação de projeto de e-commerce, integração de novas soluções ao negócio e melhorias em soluções TI. Planejamento dos projetos de acordo com a necessidade do cliente., Ter comprometimento, foco em resultados, perfil analítico e centrado. Conhecimentos no segmento e-commerce e logística. Ensino Superior completo em Tecnologia da Informação ou correlatas. Especialização em PMI. Amplos conhecimentos em redes, programação e projetos.",0.7327
9,the same,the same,the same,Vendedor de Projetos Técnico de Engenharia," Oferecer serviços de projetos mecânicos, hidráulicos, elétricos, telefonia e arquitetura. Habilidade e relacionamento com bancos, supermercados, magazines, farmácias etc., O interessado deverá ter um bom embasamento técnico nas áreas que vai se relacionar. Não é necessário conhecimento específico em projetos. O mais importante é ter um bom relacionamento interpessoal e estar interessado em comercializar projetos novos ou de expansão ao ainda de reformas em estabelecimentos existentes ou à serem construídos.",0.7327
0,"Researcher,Ph.D. Candidate,Software Engineer (Trainee),Undergraduate monitoring/advisory in Computer Science related areas","Post-doctoral research,Finance, banking, systemic risk, machine learning, complex networks,Postdoctoral Research,Computer Sciences - Machine Learning and Complex Networks,Ph.D.,Computer Sciences - Machine Learning and Complex Networks,A,BE,Computer Engineering,9.2","Machine Learning,Scrum,Hibernate,Java,C,C++,Spring,UML,Test Driven Development,Artificial Intelligence,Algorithms,Design Patterns,DDD,TDD,PowerDesigner,XP,Database Design,Eclipse,Fast Learner,Java Enterprise Edition,Unit Testing,Object Oriented Design,Complex Networks,Supervised Learning,Semi-supervised Learning,Unsupervised Learning,Computer Science,Software Engineering,Pattern Recognition,SQL,Software Development,Spring Framework,Systemic Risk,Banking,Central Banks,Risk Analysis,Big Data",Software Engineer," Use open source technology, scrum, design sprints, squads and agile development Develop solutions to help consumers in the loan application process. Develop high quality code and to work in multi-disciplinary high- performance teams., Experience with back-end, Ruby skills, Unit, integration and acceptance testing, API design with JSON API spec, Object Oriented Design, Domain Driven Design (DDD), Refactoring Techniques, Messaging (Sidekiq, RabbitMQ), Git. Desirable experience with other programming languages, integrating with Ember or another SPA framework, infra provisioning (Ansible), Devops, Vanilla Javascript.",0.8462
1,the same,the same,the same,Programador Back-end - Sênior," Design, architect and implement high-traffic, large-scale web APIs. Build infrastructure on top of AWS services: DynamoDB, RDS, SQS, ElastiCache, ElasticSearch, SNS, Route 53, CodeDeploy, CloudFormation., Trong experience developing data driven web applications (including knowledge in web servers, load balancing, caching, databases, replication, etc.)Strong understanding of object-oriented design and software development principles Excellent problem solving, analytic skills, excellent written and verbal communications skills You know how and where to store large amounts of data using SQL (MySql) and NoSQL (Redis, DynamoDB) databases. Git experience. Strong CS fundamentals Mastery of at least one object oriented language (Java, C#, C++, Ruby, Python). Experience working with Java RESTful frameworks and related tools. Cloud development/deployment/management (preferable AWS) Strong handle on the TCP and HTTP stack, request batching, request optimization, sockets and DNS. Experience working with systems engineering. Experience doing full stack development Experience scaling and monitoring systems on AWS. Experience with Java Experience with dynamic languages (Python, Ruby, Javascript). Experience automating systems orchestration with Ansible and CloudFormation, or similar technology. Familiarity of working on large-scale, high volume applications. DevOps Tools (Jenkins, Chef, Vagrant, Docker) , Graduação em andamento ou completa.",0.8391
2,the same,the same,the same,Analista de Sistemas Sênior," Participates as a member of development team. Completes development of units with designs prepared by more senior Developer. Participates in code reviews. Prepares and executes unit tests. Applies growing technical knowledge to maintain a technology area (e.g. Web-site Development). May perform unit design. Applies company and 3rd party technologies to software solutions of moderate complexity. Configures end-user or enterprise systems designed by more senior technologists. Performs work assigned by others. Provides time / resource estimates for assigned tasks., Typically a technical Bachelors degree or equivalent experience related experience or a Master\'s degree of experience. Knowledge and Skills: Experience writing code using languages such as (and not limited to) COBOL, PL/1, Java, C, C++, C#, VB.Net. Basic Understanding of RDBMS databases such SQL Server and Oracle. Basic understanding of modern software design and development methodologies (e.g., OO). Basic understanding of modern SCM (software configuration management). Basic understanding of testing tools and unit test scripting, and testing Methodologies. Experience using (or an understanding of the use of) an Integrated Development Environment (e.g., Eclipse, Visual Studio). Understanding of basic Database Administration. Understanding of quality and security standards. Good verbal and written communication skills.",0.8353
3,the same,the same,the same,Xamarin .NET / Mobile Developer," Act with simple animation, push notifications from the server, API connections and setup, and issue resolution. Work with current staff and assist in all deployment aspects. Work independently (including own access to software and hardware required) while communicating and collaborating with the team., Expertise in .Net C# development with Visual Studio, Xamarin, Android, iOS, Custom controls, Simple Animation, MVC, Entity Framework, SQL Server, Push Notifications, Restful APIs, Azure, Mobil App Services, API Management Services, Authentication using a custom data store / tokens, Setup and Publishing to the PlayStore and AppStore. Knowledge sharing and good communication skills are a must.",0.8328
4,the same,the same,the same,Desenvolvedor Android - Sênior," Will work with people with multidisciplinary skills (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our user., Must have experience in Java or Kotlin Language, developing and designing advanced applications on the Android platform, GIT, we work with pull request, promoting a constant code-review, Agile methodologies (XP and Scrum). Experience with REST APIs and other external data sources, material design, Android Support Library. Proven mobile development. Work with different device dimensions (tablet, cell phone, etc). General knowledge of the mobile environment, such as architectures, standards, trends and emerging technologies. Familiar with the process of submitting apps to the Play Store. Nice if you have experience in continuous integration / continuous deploy (Travis). Experience with unit tests / automated UI tests, Fetch GraphQL APIs Google Analytics, React Native e iOS - Swift or Objective-c.",0.8314
5,the same,the same,the same,Senior Software Engineer," Participate in the design, implementation and validation of the application software to support the company\'s device process for high-volume manufacturing environment. Work on the assigned software development tasks including coding, validation & deployment .Interface with functional teams to achieve the BE Process design and implementation .Work with the Brazil technical team in the integration of the new feature into the global program targeted .Observe, propose and participate in the Design of Process improvement activities .Adhere to formally developed Firmware/Software Development Procedures being practiced by all members., BS in related field or equivalent work experience, MS (nice to have) Strong Object Oriented Programming using C++ and .Net. Embedded Systems experience. Continuous integration Skills Team Player a must with experience on Agile environments. Proactive & resourceful. . Fluent English US VISA B1/B2 (nice to have)",0.8288
6,the same,the same,the same,Desenvolvedor Front-end," Developing a global platform. (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our users. Maintenance and testing., Experience SPA (Angular, React, BackBone), HTML5, CSS3, Modern JavaScript ES6+, Webpack/Browserify, GIT, Responsive Layout, Good practices and front- end pattern knowledge, Advanced English, B.S., M.S., or PhD. React, React Native, Redux, Apollo/Relay, Flexbox e GraphQL. Some functional programming knowledge Python/Ruby/Java/Scala.",0.8268
7,the same,the same,the same,Front-End Developer," Use existing internal APIs and help develop new APIs to interact with the eShares back end services. Work closely with our full stack and backend engineers during feature development. Work closely with designers and product managers to help design front end products. Teach existing engineers best practices using modern JavaScript. Build reusable React components for use in your projects as well as company-wide projects. Build testing infrastructure to test front end code and React components., JavaScript frameworks/libraries like React or Angular.js. Very strong HTML5, CSS3, and JavaScript (ES6/ES7) skills. Strong communication skills. Comfortable regularly working in team environments. BS or MS in Computer Science or equivalent. Knowledge in React, Knockout.js, Sass, Python/Django, Postgres, Celery.",0.8257
8,the same,the same,the same,WCS App Developer," WebSphere commerce suite (WCS) Developer will utilize the following skills: Hands-on experience with utilizing various sub systems of Websphere Commerce Server i.e Catalog, Order, Member etc; The developer will work both on back end and forward facing elements of sites so experience with JavaScript, DOJO, jQuery, CSS or other front end technologies. Required skills: - Senior Programming logic and Object Oriented Programming - WebSphere Commerce Suite Java/J2EE specific development experience - Javascript - Struts - EJB, JPA, JDBC - Servlets e Ajax - JSTL - Candidate must also have experience with writing SQL queries preferably for DB2. - WCS Integrations (XML, Web Services, Rest Services, WebSphere MQ and other integration solutions) - DOJO - HTML5 Nice to have skills: - Advanced English - Responsive web design - CSS - DynaCache modeling and configuration. - JQuery - DB2 - Linux - Websphere MQ - Build Tools: Jenkins/ Ant/ WebSphere Commerce Build and Deploy, Experience senior Programming logic and Object Oriented Programming, WebSphere Commerce Suite, Java/J2EE specific development experience, JavaScript, Struts, EJB, JPA, JDBC, Servlets e Ajax - JSTL. Candidate must also have experience with writing SQL queries preferably for DB2. WCS Integrations (XML, Web Services, Rest Services, WebSphere MQ and other integration solutions), DOJO HTML5, Nice to Have: Responsive web design, CSS, DynaCache modeling and configuration. JQuery, DB2 Linux, Websphere MQ, Build Tools: Jenkins/ Ant/ WebSphere Commerce Build and Deploy e Advanced.",0.8255
9,the same,the same,the same,Desenvolvedor Web," Design, code and test software for mobile devices. Review and discuss software architecture solutions for backend and Front end web based systems. Review and discuss software requirements with external partners. Cooperate with team members to review software artifacts, define interfaces and discuss best approach to solve end-user needs., MS or BS in Computer Science or equivalent degree. Experience with software development. Knowledge of Web Applications architecture RESTful Web Services, HTML & JavaScript, Python, Java, Relational and nonrelational database, AngularJS, Java, Google Endpoints, Appengine Hibernate, CSS, Cloud Computing (AWS, Google Cloud, etc), Linux shell script, DevOps knowledge. Experience working in an Agile/Scrum development process, Knowledge of Git, Gerrit and Jenkins tools. Teamwork and good communication skills across multiple teams. Be able to work independently and respond to multiple and conflicting requests under tight deadlines in a dynamic working environment. Good communication skills in both written and spoken English.",0.8251
0,"Data Science Consultant,Optimization Analyst,Optimization Intern,Research Assistant,Research Assistant,Internship","Master's degree,Models and Algorithms for Decision Support,Engineer's degree,Information Systems and Computer-Aided Decision,Engineer's degree,Industrial Engineering,High School","Optimization,Teamwork,CPLEX,Simulations,C++,Databases,Visual Studio,C#,Process Engineering,SQL,Microsoft Office,Research,Operations Research,GUROBI,Quality Control,5S",Junior Implementation Consultant," Analyze and understand business requirements of the customer. Propose technical solutions in order to meet customer needs. Write internal and external documentation, create and update action lists. Configure technical solution work with SQL, XML / XSL, SQL Reporting, internal tools, etc. Organize workshops and trainings for customers. Support users during and after GoLive, until the project is transferred to the global support team. Responsible, along with the Project Manager, for the entire implementation process. You will be responsible for making and keeping the customer satisfied, both on site and remotely via email / phone during the implementation. You will achieve your results by being a reliable consultant, motivated and wellorganized., Conhecimento avançado em MySQL. Technical university (Informatics, Engineering, or similar studies). Good IT understanding and knowledge: SQL Server, XML / XSL, scripting, Microsoft SQL Reporting. Previous experience with client-server applications, databases, cloud solutions, VM ware is a major plus. Passionate about technologies and focused on growing a career in IT field. Able to learn fast, reliable, motivated and ambitious. Strong communication skills. , Desejável Graduação concluída.",0.8409
1,the same,the same,the same,Consultor SAP FI," As a SAP Financial Analyst, you will provide support for Project System module & Investment Management module, and Finance Asset Accounting sub module (e.g. Fixed Assets). Provide support to include data interface /processes implemented in ExxonMobil SAP systems. He/she will also provide consultation and design services in response to requests for enhancements to the projects/fixed assets processes implemented in the respective systems. Since Intercompany is a highly customized area, technical skills is a must. Candidate will make part of a global team with functional supervisor in USA. Candidate will provide regular routine support to users located mostly in Americas and Europe. Participate on Projects related to Intercompany area., The ideal candidate will have: Strong knowledge in SAP including tables and structures for Project System module, Investment Management module, and Finance Asset Accounting (e.g. Fixed Assets) sub module. Strong knowledge of SAP master data and transactional data, including Project Systems objects- work break down structures, project networks, as well as integration with other modules like MM, FI/CO, SD. Accounting principles: intermediate. English language fluency ? verbal and written. SAP 4.6x: Intermediate. SAP Fi Acct Module: Intermediate. SAP PS Module: Expert. SAP R/3: Intermediate",0.8394
2,the same,the same,the same,Sap Bpc Develope," Knowledge on ABAP, Script Logic, Administration (Dimensions, Models and Security), Transformation Files, Conversion Files, Packages. Master Data and Transactional Data, Flat file upload, BADI experience. Experience working with BW objects. Knowledgeable with the testing activities such as Define, create and execute Test Cases. Able to analyze Functional/Technical specifications, Problem solving, Unit/Regression testing, Data Structures, working in teams and tight deadlines, Experience with Analysis of requirements and create Product requirements as well as design, Technical Specifications. Experience working with automation tools such as Tidal.",0.8391
3,the same,the same,the same,Software Engineer," Use open source technology, scrum, design sprints, squads and agile development Develop solutions to help consumers in the loan application process. Develop high quality code and to work in multi-disciplinary high- performance teams., Experience with back-end, Ruby skills, Unit, integration and acceptance testing, API design with JSON API spec, Object Oriented Design, Domain Driven Design (DDD), Refactoring Techniques, Messaging (Sidekiq, RabbitMQ), Git. Desirable experience with other programming languages, integrating with Ember or another SPA framework, infra provisioning (Ansible), Devops, Vanilla Javascript.",0.8313
4,the same,the same,the same,Programador Back-end - Sênior," Design, architect and implement high-traffic, large-scale web APIs. Build infrastructure on top of AWS services: DynamoDB, RDS, SQS, ElastiCache, ElasticSearch, SNS, Route 53, CodeDeploy, CloudFormation., Trong experience developing data driven web applications (including knowledge in web servers, load balancing, caching, databases, replication, etc.)Strong understanding of object-oriented design and software development principles Excellent problem solving, analytic skills, excellent written and verbal communications skills You know how and where to store large amounts of data using SQL (MySql) and NoSQL (Redis, DynamoDB) databases. Git experience. Strong CS fundamentals Mastery of at least one object oriented language (Java, C#, C++, Ruby, Python). Experience working with Java RESTful frameworks and related tools. Cloud development/deployment/management (preferable AWS) Strong handle on the TCP and HTTP stack, request batching, request optimization, sockets and DNS. Experience working with systems engineering. Experience doing full stack development Experience scaling and monitoring systems on AWS. Experience with Java Experience with dynamic languages (Python, Ruby, Javascript). Experience automating systems orchestration with Ansible and CloudFormation, or similar technology. Familiarity of working on large-scale, high volume applications. DevOps Tools (Jenkins, Chef, Vagrant, Docker) , Graduação em andamento ou completa.",0.8303
5,the same,the same,the same,Analista de Sistemas Sênior," Participates as a member of development team. Completes development of units with designs prepared by more senior Developer. Participates in code reviews. Prepares and executes unit tests. Applies growing technical knowledge to maintain a technology area (e.g. Web-site Development). May perform unit design. Applies company and 3rd party technologies to software solutions of moderate complexity. Configures end-user or enterprise systems designed by more senior technologists. Performs work assigned by others. Provides time / resource estimates for assigned tasks., Typically a technical Bachelors degree or equivalent experience related experience or a Master\'s degree of experience. Knowledge and Skills: Experience writing code using languages such as (and not limited to) COBOL, PL/1, Java, C, C++, C#, VB.Net. Basic Understanding of RDBMS databases such SQL Server and Oracle. Basic understanding of modern software design and development methodologies (e.g., OO). Basic understanding of modern SCM (software configuration management). Basic understanding of testing tools and unit test scripting, and testing Methodologies. Experience using (or an understanding of the use of) an Integrated Development Environment (e.g., Eclipse, Visual Studio). Understanding of basic Database Administration. Understanding of quality and security standards. Good verbal and written communication skills.",0.8273
6,the same,the same,the same,Desenvolvedor Android - Sênior," Will work with people with multidisciplinary skills (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our user., Must have experience in Java or Kotlin Language, developing and designing advanced applications on the Android platform, GIT, we work with pull request, promoting a constant code-review, Agile methodologies (XP and Scrum). Experience with REST APIs and other external data sources, material design, Android Support Library. Proven mobile development. Work with different device dimensions (tablet, cell phone, etc). General knowledge of the mobile environment, such as architectures, standards, trends and emerging technologies. Familiar with the process of submitting apps to the Play Store. Nice if you have experience in continuous integration / continuous deploy (Travis). Experience with unit tests / automated UI tests, Fetch GraphQL APIs Google Analytics, React Native e iOS - Swift or Objective-c.",0.827
7,the same,the same,the same,Senior 3D Web Developer - Unity," Develop responsive, enterprise web and mobile web applications and APIs using modern web technologies (JavaScripts, HTML5, CSS3, , jQuery, Backbone.js, RequireJS) Project responsibilities include development, testing, documentation, implementation, and maintenance Work closely with a cross-functional Scrum team to understand requirements and recommend appropriate solutions; including Project Managers/Scrum Masters, Product Owners, Designers, Backend Developers and QA Analysts Actively contribute to and enforce best practices, group standards Mentor other developers, including peer reviewing code and pair programming. Proactively keep up-to-date on industry trends and emerging technologies; drive adoption of new technologies and best practices Experience with Unity3d is desirable., Bachelors degree in a technical discipline or equivalent work experience relevant work experience developing enterprise web applications Good experience with object-oriented programming Experience with API development (i.e.: REST/SOAP/JSON) Must provide code samples (examples: URLs with descriptions of which parts you developed, zip file or equivalent profile) Demonstrated leadership as a senior/specialist, subject matter expert, architect, team lead, or equivalent role on past technical projects Experience with WebVR API (3D environment), React VR, A-frame, MOZVR. Knowledge about WebGL.",0.8262
8,the same,the same,the same,Desenvolvedor Front-end," Developing a global platform. (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our users. Maintenance and testing., Experience SPA (Angular, React, BackBone), HTML5, CSS3, Modern JavaScript ES6+, Webpack/Browserify, GIT, Responsive Layout, Good practices and front- end pattern knowledge, Advanced English, B.S., M.S., or PhD. React, React Native, Redux, Apollo/Relay, Flexbox e GraphQL. Some functional programming knowledge Python/Ruby/Java/Scala.",0.8259
9,the same,the same,the same,Analista Java EE," Ava EE (mainly mainly knowledge on frameworks like spring and jsf), WebServices implementantion(SOA - Rest, Soap..), - basics skills to manage Application Servers ( handle deploys and logs ), - SQL - Javascript - GIT and GIT HUB - CI using Jenkins (or similar) Nice to have skills. NodeJS, - WebSphere (WAS), - Rational Team Concert (RTC) - Automation Testing (Soap UI / Selenium) - Continuous Deployment - Urban Code Descrição da vaga: Java Architect, with strong background on develoment to play an Architect role with a very hands on approach. Fluent in English and with excellent communication skills with customers, upline managers and directors and peers/stakeholders. Needs to have a solid background in Architecture, being able to interact with business team and peers to gather requirements, build technical solution, validate with all interested parties and drive the development effort. Needs to have a strong background in Development, either Front End and Back End (mainly back end), and needs to have a hands on profile, being able to provide detailed directions for the Development team as well as be in position to code. Needs to have background in Agile Principles and Practices., Experince on design thinking is a plus., Ensino Superior completo.",0.8246
0,"Data Scientist Coordinator,Data Analyst Senior,Analista de Solução de Captura,Consultor,Analista de Tecnologia","MBA em Big Data (Data Science),Business Analytics,Bacharel em Sistemas da Informação,Information Technology,ITIL (Information Technology Infrastructure Library),ITIL,Formação DBA Oracle 10g,Database Administration","Big data,cloudera,Flume,Apache Pig,Scoop,Scala,Hadoop,MapReduce,Hive,spark,Gestão,Inteligência empresarial,Gestão de TI,Oracle,Estratégia empresarial,Business Intelligence,Microsoft SQL Server,Modelagem de dados,ETL (Extração, transformação e carregamento),ITIL,PL/SQL,Microsoft Project,Banco de dados,Liderança de equipe,Microsoft Exchange,Servidores,Sistemas operacionais,Operating Systems,MySQL,Microstrategy,ISA Server 2000,Windows Server,Oracle SQL,Java,PMI (Project Management Institute),Cartões de crédito,Serviços bancários,Gerenciamento de serviços de TI,Scrum,IT Management,Gestão de projetos,Business Strategy,Databases,Management",Analista de Infraestrutura Sênior," Realizar atividades técnicas na área de infraestrutura de tecnologia da informação, incluindo o planejamento, a organização e a execução de atribuições que envolvam o desenvolvimento, a implantação e o acompanhamento dos projetos de infraestrutura de TI., Experiência com Data Center Missão Crítica, 24x7. Experiência com virtualização de Data Center e Cloud Computing (AWS). SO: Bash Scripting, Python, Linux (Red Hat, CentOS, Oracle Linux) e Microsoft (Server 2K8, 2K12). Certificado Linux LPI 1 e 2. Certificado MCSA ou MCSE (Microsoft). Virtualização: Experiência em criação/administração servidores vSphere ESXi 5.5/6.0, vCenter e Guests. Certificado Vmware VCP é diferencial, administração de backups Pelo VDP Vmware e Skills em Administração Office 365 em nuvem. Middleware:Apache HTTP, Nginx, WildFly, Tomcat, IIS, MS SQLServer, MySQL e MongoDB. Infraestrutura ágil: Puppet, Graylog, Logstash e Jenkins. Network: Certificado cisco CCNA, Zabbix, Centreon (Nagios) e Newreliq.",0.7733
1,the same,the same,the same,Analista de Sistemas / Desenvolvimento," Atuar na área de análise e desenvolvimento de sistemas e desenvolvimento de Software., Ensino Superior completo na área de Tecnologia da Informação. Desejável Pós- Graduação na área de TI e áreas correlatas., Noções das melhores práticas de Gestão de TI (PMBOK, ISO 27001, ISO 27002, ITIL, COBIT) e metodologias ágeis (Scrum, FDD e XP). Capacidade para trabalhar em equipes multidisciplinares, focando mais nos resultados de toda equipe e do projeto como um todo ao invés de se dedicar apenas aos resultados individuais. Habilidades de organização, iniciativa, independência, relacionamento interpessoal. Habilidade de se comunicar sucintamente, com clareza, veracidade e urbanidade. Capacidade analítica e de julgamento que considere custo, benefício e risco. Busca do aprendizado contínuo. Negociação, Trabalho em Equipe, Trabalho sobre pressão e Organização. Oracle Certified Master, Java EE 6 Enterprise Architect ou Oracle Certified Professional, Java EE 6 Web Component Developer ou Java EE 6 Java Persistence API Developer Certified Expert (1Z0- 898) ou Java EE 6 JavaServer Faces Developer Certified Expert (1Z0-896) ou EE 6 Web Services Developer Certified Expert 1Z0-897 Oracle Application Express (APEX) 4: Developing Web Applications 1Z0-450 Oracle Forms: Build Internet Applications 1Z0-141 ou Oracle Forms Developer Release 1 to Rel. 6/6i New Features 1Z0-130 ou Oracle Forms: Build Internet Applications 1Z0-141 Oracle Mobile Development 2015 Essentials (1Z0- 441) ou Oracle Certified Professional Java ME 1 Mobile Application Developer ou Sun Certified Mobile Application Developer (SCMAD) ou Acumenio Phone Gap Certified Expert ou OESF Certified Engineer for Android™ (ACE) ou Alfresco Certified Engineer (ACE). Microsoft 70-480: Programming in HTML5 with JavaScript and CSS3. Java SE 6 Programmer Certified Professional 1Z0-851. Oracle Database 11g: Advanced PL/SQL 1Z0-146. Alfresco Certified Administrator (ACA). Alfresco Activiti Certified Administrator (AACA). Adobe Photoshop CS3 ou Adobe Dreamweaver CS3.",0.767
2,the same,the same,the same,Desenvolvedor .NET Pleno," Conceitos de testes (Unitários, funcionais, integração contínua), na maioria das tecnologias e ferramentas: HTML, XML, XHTML, CSS, JavaScript, jQuery, Apache Tomcat, C#, Asp.net, WPF, Angular JS, Entity Framework, MSSQL Server, MongoDB, SOLID, TDD. Processos de desenvolvimento (RUP, Scrum, XP). Teoria de banco de dados, gerência de transação, pool de conexões, padrões de projetos, UML., Desejável experiência em ERP, análise fiscal e varejo., Formação Superior completa., Conhecimentos de negócio desejáveis: Fiscal: S@T, NFC-e, CT-e, MDF, NF-e, PAF - ECF, SINTEGRA, MFD, CAT52, financeiro: CNAB (Bradesco, Santander, Banco do Brasil, Caixa, Itaú), DDA Itaú, Extrato (Bradesco, Santander, Banco do Brasil, Caixa). Logístico: Distribuição, estoque, expedição, recebimento, WMS.",0.7667
3,the same,the same,the same,Arquiteto de Software - Windows," Desenvolve o design estrutural de grupos de informações relacionadas ou, pela organização e rotulação de Web sites, Intranets, comunidades online e software para dar suporte à usabilidade e facilidade de obtenção de informações., Necessário experiência comprovada na área., Ensino Superior em áreas de Tecnologia., CONHECIMENTOS avançados em Tecnologias e serviços Microsoft: Microsoft Forefront Identity, Manager, Active Directory, DNS, IIS. GPO, MSMQ, Visual Studio, Powershell, Hyper-V, System Center Operations Manager 2012/2016, System Center Virtual Machine Manager 2012/2016.Sólidos conhecimentos na execução de Troubleshooting avançado em sistemas complexos (ex. Ambiente Microsoft, Virtualização). Conhecimento em melhores praticas para ambientes Microsoft.",0.7666
4,the same,the same,the same,Analista de Segurança da Informação," Priorizar e agilizar a entrega de demandas e projetos, relacionados a Segurança da informação. Foco em gestão de acessos na ferramenta IAM/IDM e SIEM., Vivência como Analista de Segurança da Informação. Vivência em Segurança de Redes e sistema operacional Windows. Conhecimentos nas ferramentas: IDM, SIEM, LDAP, AD, IDS/IPS, Firewalls, AntiSPAM e Anti Vírus. Certificações Microsoft: MCITP (Enterprise Desktop Support Technician) e MCSE: Desktop Infrastructure. Certificações: CAPM PMI, ISO 27002, ITIL Foundation e/ou ISO20000 Foundation Certificate.",0.7643
