,exp,edu,hab,v_tit,v_desc,sim
0,"Big Data Engineer Specialist,Senior Business Analyst,Senior System Analyst,Senior System Analyst,Senior Consultant,Senior Systems Analyst,System Analyst,System Analyst,System Analyst,professor","Babson Build MBA,Empreendedorismo,Data Science,Big Data,MBA,Mestrado em Administração de Empresas (MBA),Business Administration and Management, General,Engenheiro,Engenharia Elétrica e Eletrônica","R,Hadoop,Apache Pig,HBase,Solr,Neo4j,MongoDB,Cassandra,Redis,NoSQL,Java,Unix,RUP,Oracle,PMO,UML,ITIL,IT Management,PMBOK,Operating Systems,PMI,IT Service Management,DB2,Tomcat,COBIT,SOA,SQL,Software Project Management,Microsoft SQL Server,Integration,Scrum,Business Intelligence,Spring,Spring Roo,WebSphere Application Server,Apache,Microsoft Project,JavaScript,Inteligência empresarial,PMO (Escritório de projetos),Sistemas operacionais,Gestão de TI,Metodologia PMBOK,Apache Tomcat,Gerenciamento de serviços de TI",Arquiteto Oracle Pleno," Atuar como arquiteto de soluções pacote Oracle., Conhecimentos em OSB, BPEL, BAM, OAG, SOA, OTD, WCS, OAM, OEM, BPM, Consultor sênior para as atividades relacionadas a aquisição de dados (integração de dados) e gerenciamento de Dados Mestre (MDM). Database Administration (OLTP and OLAP) Oracle RAC and Oracle Data Guard, Web Servers, WebCenter Portal Framework. Application Servers Administration, Security Administration (LDAP/ SSL), ETL process - Extract, Transform and Load(Oracle ODI), Replication in heterogeneous IT environments (Oracle GoldenGate).",0.7069
1,the same,the same,the same,Analista de Desenvolvimento - WebSphere," Atuar com arquitetura orientada a serviços SOA / BPM. Experiência no uso de Bancos de Dados SQLServer e Oracle. Certificações Java 1.7 ou superior, padrões de desenvolvimento e suas respectivas implantações: JSR-168 e JSR-286, JSP, Servlets e Portlets, padrão MVC, JSF, Struts 1, Spring, Thymeleaf, JavaScript, jQuery, Framework de front-end Bootstrap 2 e 3, Java EE, EJB, JDBC, JPA, Hibernate, Webservice JAX-WS, JAX-RS, Rest, SOAP, WSDL, JSON, LDAPs Active Directory(AD) e Tivoli Directory Server(TDS), UML e metodologia RUP, Designer Patterns, Integrações via J2C, Manipulação de repositórios de código fonte TFS, CVS e SVN, Plataforma Websphere Portal, Plataforma Websphere Application, Plataforma Websphere Process Server, Plataforma Websphere Integration Designer, Plataforma Websphere Process Designer, Plataforma Webpshere Message Queue, Plataforma Process Center, Websphere Service Register and Repository (WSRR), ASP Clássico, PL / SQL ANSI, plataformas Oracle 10 e 11, SQL Server 2005 e 2008, Desenvolvimento com o IDE Rational Appplication Developer (RAD), Websphere Integration Developer WID, IBM Integration Bus, IBM MQ, IBM WSRR Studio, Desenvolvimento na ferramenta Oracle SQL Developer. Modelagem de Banco de Dados com ErWin, SOAP UI, Notepad++ e Java Decompiler.",0.6987
2,the same,the same,the same,Analista de Sistemas / Desenvolvimento," Atuar na área de análise e desenvolvimento de sistemas e desenvolvimento de Software., Ensino Superior completo na área de Tecnologia da Informação. Desejável Pós- Graduação na área de TI e áreas correlatas., Noções das melhores práticas de Gestão de TI (PMBOK, ISO 27001, ISO 27002, ITIL, COBIT) e metodologias ágeis (Scrum, FDD e XP). Capacidade para trabalhar em equipes multidisciplinares, focando mais nos resultados de toda equipe e do projeto como um todo ao invés de se dedicar apenas aos resultados individuais. Habilidades de organização, iniciativa, independência, relacionamento interpessoal. Habilidade de se comunicar sucintamente, com clareza, veracidade e urbanidade. Capacidade analítica e de julgamento que considere custo, benefício e risco. Busca do aprendizado contínuo. Negociação, Trabalho em Equipe, Trabalho sobre pressão e Organização. Oracle Certified Master, Java EE 6 Enterprise Architect ou Oracle Certified Professional, Java EE 6 Web Component Developer ou Java EE 6 Java Persistence API Developer Certified Expert (1Z0- 898) ou Java EE 6 JavaServer Faces Developer Certified Expert (1Z0-896) ou EE 6 Web Services Developer Certified Expert 1Z0-897 Oracle Application Express (APEX) 4: Developing Web Applications 1Z0-450 Oracle Forms: Build Internet Applications 1Z0-141 ou Oracle Forms Developer Release 1 to Rel. 6/6i New Features 1Z0-130 ou Oracle Forms: Build Internet Applications 1Z0-141 Oracle Mobile Development 2015 Essentials (1Z0- 441) ou Oracle Certified Professional Java ME 1 Mobile Application Developer ou Sun Certified Mobile Application Developer (SCMAD) ou Acumenio Phone Gap Certified Expert ou OESF Certified Engineer for Android™ (ACE) ou Alfresco Certified Engineer (ACE). Microsoft 70-480: Programming in HTML5 with JavaScript and CSS3. Java SE 6 Programmer Certified Professional 1Z0-851. Oracle Database 11g: Advanced PL/SQL 1Z0-146. Alfresco Certified Administrator (ACA). Alfresco Activiti Certified Administrator (AACA). Adobe Photoshop CS3 ou Adobe Dreamweaver CS3.",0.6903
3,the same,the same,the same,Programador l l l," Code versioning (GIT and SVN). Acting with hybrid development platforms (Ionic, PhoneGap and others), agile development and test methodologies (Scrum, BDD, TDD) in environments with DevOps and Continuous Delivery cultures., Experience regarding systems development and integration using PHP 5/7. Experience on utilizing Frameworks (Ex: Laravel, Cake, Zend or Kohana). Experience on project documenting: technical and functional specifications (MER, Use case). Work experience utilizing agile development and testing methodologies (Scrum, BDD, TDD). Work experience on environments with DevOps and Continuous Delivery cultures., Good knowledge regarding database, specially MySQL and Oracle. Knowledge regarding Frameworks Frontend JS (Ex: jQuery, Angular or React). Advanced English. Differential. Knowledge regarding Bootstrap. Knowledge regarding hybrid development platforms (Ionic, PhoneGap and others).",0.6902
4,the same,the same,the same,Software Engineer," Use open source technology, scrum, design sprints, squads and agile development Develop solutions to help consumers in the loan application process. Develop high quality code and to work in multi-disciplinary high- performance teams., Experience with back-end, Ruby skills, Unit, integration and acceptance testing, API design with JSON API spec, Object Oriented Design, Domain Driven Design (DDD), Refactoring Techniques, Messaging (Sidekiq, RabbitMQ), Git. Desirable experience with other programming languages, integrating with Ember or another SPA framework, infra provisioning (Ansible), Devops, Vanilla Javascript.",0.6878
5,the same,the same,the same,Programador Back-end - Sênior," Design, architect and implement high-traffic, large-scale web APIs. Build infrastructure on top of AWS services: DynamoDB, RDS, SQS, ElastiCache, ElasticSearch, SNS, Route 53, CodeDeploy, CloudFormation., Trong experience developing data driven web applications (including knowledge in web servers, load balancing, caching, databases, replication, etc.)Strong understanding of object-oriented design and software development principles Excellent problem solving, analytic skills, excellent written and verbal communications skills You know how and where to store large amounts of data using SQL (MySql) and NoSQL (Redis, DynamoDB) databases. Git experience. Strong CS fundamentals Mastery of at least one object oriented language (Java, C#, C++, Ruby, Python). Experience working with Java RESTful frameworks and related tools. Cloud development/deployment/management (preferable AWS) Strong handle on the TCP and HTTP stack, request batching, request optimization, sockets and DNS. Experience working with systems engineering. Experience doing full stack development Experience scaling and monitoring systems on AWS. Experience with Java Experience with dynamic languages (Python, Ruby, Javascript). Experience automating systems orchestration with Ansible and CloudFormation, or similar technology. Familiarity of working on large-scale, high volume applications. DevOps Tools (Jenkins, Chef, Vagrant, Docker) , Graduação em andamento ou completa.",0.679
6,the same,the same,the same,Desenvolvedor Android - Sênior," Will work with people with multidisciplinary skills (PO, UX / UI, Developer and QAs) in order to deliver the best experience for our user., Must have experience in Java or Kotlin Language, developing and designing advanced applications on the Android platform, GIT, we work with pull request, promoting a constant code-review, Agile methodologies (XP and Scrum). Experience with REST APIs and other external data sources, material design, Android Support Library. Proven mobile development. Work with different device dimensions (tablet, cell phone, etc). General knowledge of the mobile environment, such as architectures, standards, trends and emerging technologies. Familiar with the process of submitting apps to the Play Store. Nice if you have experience in continuous integration / continuous deploy (Travis). Experience with unit tests / automated UI tests, Fetch GraphQL APIs Google Analytics, React Native e iOS - Swift or Objective-c.",0.6751
7,the same,the same,the same,Analista de Sistemas / Análise e Experiência de Usuário.," Atuar na área de análise e desenvolvimento de sistemas e desenvolvimento de Software., Ensino Superior completo na área de Tecnologia da Informação. Desejável Pós- Graduação na área de TI e áreas correlatas., Noções das melhores práticas de Gestão de TI (PMBOK, ISO 27001, ISO 27002, ITIL, COBIT) e metodologias ágeis (Scrum, FDD e XP). Capacidade para trabalhar em equipes multidisciplinares, focando mais nos resultados de toda equipe e do projeto como um todo ao invés de se dedicar apenas aos resultados individuais. Habilidades de organização, iniciativa, independência, relacionamento interpessoal. Habilidade de se comunicar sucintamente, com clareza, veracidade e urbanidade. Capacidade analítica e de julgamento que considere custo, benefício e risco. Busca do aprendizado contínuo. Negociação, Trabalho em Equipe, Trabalho sobre pressão e Organização. Human Factors Certified User Experience Analyst™ Certification (CXA) ou Human Factors Certified Usability Analyst (CUA) ou NN/g UX Interaction Design Certification ou NN/g UX Mobile Design Certification ou NN/g UX Management Certification ou NN/g UX Research Certification ou NN/g UX Web Design Certification ou NN/g UX Master Certification (UXMC). Certificações Desejáveis IREB Certified Professional for Requirements Engineering / Foundation Level (CPRE FL) ou IREB Certified Professional for Requirements Engineering / Advanced Level (CPRE AL) ou IREB Certified Professional for Requirements Engineering / Expert Level (CPRE EL) ou IREB Certified Professional for Requirements Engineering (CPRE RE@Agile) ou ALATS Certificação Brasileira de Teste de Software (CBTS) ou IBQTS Analista de Testes Certificado Nível Fundamental (ATC-NF) ou ISTQB Foundation Level (CTFL) ou iSQI Certified Agile Tester (CAT).",0.6748
8,the same,the same,the same,Coordenador de Desenvolvimento Líder Técnico," BPM (WebSphere Process Server e Process Center Advance), Portal (WebSphere Portal), barramento (Integration Bus), Java RAD 8.5.x (Rational Application Developer for WebSphere Software)., Ensino superior., Inglês.",0.6741
9,the same,the same,the same,WCS App Developer," WebSphere commerce suite (WCS) Developer will utilize the following skills: Hands-on experience with utilizing various sub systems of Websphere Commerce Server i.e Catalog, Order, Member etc; The developer will work both on back end and forward facing elements of sites so experience with JavaScript, DOJO, jQuery, CSS or other front end technologies. Required skills: - Senior Programming logic and Object Oriented Programming - WebSphere Commerce Suite Java/J2EE specific development experience - Javascript - Struts - EJB, JPA, JDBC - Servlets e Ajax - JSTL - Candidate must also have experience with writing SQL queries preferably for DB2. - WCS Integrations (XML, Web Services, Rest Services, WebSphere MQ and other integration solutions) - DOJO - HTML5 Nice to have skills: - Advanced English - Responsive web design - CSS - DynaCache modeling and configuration. - JQuery - DB2 - Linux - Websphere MQ - Build Tools: Jenkins/ Ant/ WebSphere Commerce Build and Deploy, Experience senior Programming logic and Object Oriented Programming, WebSphere Commerce Suite, Java/J2EE specific development experience, JavaScript, Struts, EJB, JPA, JDBC, Servlets e Ajax - JSTL. Candidate must also have experience with writing SQL queries preferably for DB2. WCS Integrations (XML, Web Services, Rest Services, WebSphere MQ and other integration solutions), DOJO HTML5, Nice to Have: Responsive web design, CSS, DynaCache modeling and configuration. JQuery, DB2 Linux, Websphere MQ, Build Tools: Jenkins/ Ant/ WebSphere Commerce Build and Deploy e Advanced.",0.6739
0,"Coordenador de Data Science,Data Scientist,Analista de Dados Sr,Pesquisador (Núcleo de Transferência de Tecnologia - NTT/COPPE/UFRJ),Professor","DSc,Web Mining,MSc,Data Mining,Tecnólogo,Computação,BS,Engenharia Eletrônica,Técnico em Eletrônica,Antigo 1º Grau","Data Mining,Text Mining,Big Data,Business Intelligence,Operating Systems,Business Analytics,Machine Learning,Artificial Intelligence,Web Mining,CRM,SQL,Social Media Measurement,Python,Visual Basic,MySQL,Analytics,Customer Relationship Management (CRM),Microsoft SQL Server",Arquiteto Oracle Pleno," Atuar como arquiteto de soluções pacote Oracle., Conhecimentos em OSB, BPEL, BAM, OAG, SOA, OTD, WCS, OAM, OEM, BPM, Consultor sênior para as atividades relacionadas a aquisição de dados (integração de dados) e gerenciamento de Dados Mestre (MDM). Database Administration (OLTP and OLAP) Oracle RAC and Oracle Data Guard, Web Servers, WebCenter Portal Framework. Application Servers Administration, Security Administration (LDAP/ SSL), ETL process - Extract, Transform and Load(Oracle ODI), Replication in heterogeneous IT environments (Oracle GoldenGate).",0.6976
1,the same,the same,the same,Full Stack Web Developer Java / Especialista Sênior," Atuar com arquivos ShapeFile, criptografia, chaves pública / privada e afins., Desejável conhecimentos em arquivos ShapeFile (.SHP,.DBF). Conhecimentos em protocolos de comunicação IOT (Protobuff, MQTT, UDP). Conhecimentos em criptografia, chaves pública / privada. Conhecimentos em leitura e escrita de arquivos (buffers, encoding, endianness). Conhecimentos básicos em C (struct, ponteiros)., Conhecimentos em Back-end, Java8, Spring Boot / Dependency Injection, JPA 2.1 / Hibernate 5, Spatial Data (Geo), Multithreading / Async Processing / Paralel Streams. Conhecimentos em HTTP Status Codes, Methods, Jackson Object Mapper, REST / Data Transfer Objects, Microservices,WebJars, PostgreSQL / MongoDB e JavaMail. Conhecimentos em SLF4J / Logback, Cloud PaaS (IBM BlueMix / Cloud Foundry), Maven, Junit, GiSPA (Single Page Application), HTML5, CSS3, JavaScript ECMA 5, MobileFirst, Json, AngularJs (MVC / MVVM), Angular Material, Google Maps v3, SVG / HighCharts, Node. JS, Bower, Gulp, Resource Minification (bundle).",0.695
2,the same,the same,the same,Professor de Excel," Ministrará cursos de Excel em uma consultoria de Recursos Humanos, tirar duvida dos alunos dentre outras atividades., Ensino Superior., Conhecimento em banco de dados: Caché, DB2, Firebird, Informix, Interbase, Oracle, PostgreSQL, SQL Server, Sybase, Programação: Java, JavaScript, jQuery, MATLAB, VB.Net, R, Ruby, HTML, PHP, Erlang, Python, Cuda extensions, ASP, C, C#, ASP.Net, C++, COBOL, CSS, C+, Dot Net. Gráficos/Web: Pixia, Inkscape, Paint Shop Pro, Macromedia Freehand, Macromedia Flash, Macromedia Fireworks, Macromedia Dreamweaver, GIMP, CorelDraw , Blender, Adobe Photoshop, Adobe Ilustrator, 3ds Max, Expression Web, Aplicações de Escritório: Open Office, LibreOffice, Lotus Notes, Microsoft Access, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, StarOffice.",0.6944
3,the same,the same,the same,Analista de SAP Basis Sênior," Administrar, manter e garantir a integridade dos sistemas SAP BASIS NETWEAVER, visando sempre à satisfação do cliente ao encontro com o plano estratégico da empresa., Ensino Superior., Domínio no desenvolvimento de códigos para a plataforma SAP na linguagem ABAP/4 para os diferentes módulos SAP (MM, FI, SD, LES-TRA, WM, PS e PM). Conhecimento do desenvolvimento nos diferentes objetos SAP e em atividades como: Debug de programas ABAP, Formulários (SAPScript, SmartForm, Adobe Form)Enhancements Field Exits, Enhancements User Exit / menu exit / screen exit, Enhancements BADI, Batch Input, LSMW, IDOC, ALE, BAPI, funções / RFC / Métodos de classe, Module Pool, Reports, Gerador de atualização de tabela (SM30), Workflow, Aplicação de notas em ABAP.Diferencial se conhecer WEBDYNPRO ABAP E/OU WEBDYNPRO JAVA E/OU WORKFLOW E/OU SAP FIORI E/OU SCREEN PERSONAS.",0.6882
4,the same,the same,the same,Analista SAP Pleno (ABAP4)," Administrar, manter e garantir a integridade dos sistemas SAP Basis Netweaver, visando sempre a satisfação do cliente e ao encontro com o plano estratégico da empresa. Atuar com desenvolvimento de códigos para a plataforma SAP na linguagem ABAP / 4 para os diferentes módulos SAP (MM, FI, SD, LES-TRA, WM, PS e PM). Apoiar com o desenvolvimento nos diferentes objetos SAP e em atividades como: Debug de programas ABAP, com formulários (SAPScript, SmartForm e Adobe Form), Enhancements Field Exits, Enhancements User Exit / menu exit, screen exit, Enhancements BADI, Batch Input, LSMW, IDOC, ALE, BAPI e funções, RFC / métodos de classe, com Module Pool, Reports, gerador de atualização de tabela (SM30), Workflow e aplicação de notas em ABAP., Conhecimentos nas atividades descritas. Capacidade de auto aprendizado, com facilidade de trabalho em equipe, flexibilidade, foco em resultados, proatividade, trabalhar sob pressão e transparência. Lógica apurada e criatividade são indispensáveis. Boa comunicação oral, escrita são mandatórios. ",0.6857
5,the same,the same,the same,Analista de SAP Sênior," Administrar, manter e garantir a integridade dos sistemas SAP BASIS NETWEAVER, visando sempre à satisfação do cliente ao encontro com o plano estratégico da empresa., Domínio no desenvolvimento de códigos para a plataforma SAP na linguagem ABAP/4 para os diferentes módulos SAP (MM, FI, SD, LES- TRA, WM, PS e PM). Conhecimento do desenvolvimento nos diferentes objetos SAP e em atividades como: Debug de programas ABAP, Formulários (SAPScript, SmartForm, Adobe Form), Enhancements Field Exits; Enhancements User Exit / menu exit / screen exit; Enhancements BADI; Batch Input; LSMW; IDOC, ALE, BAPI;Funções / RFC / Métodos de classe, Module Pool, Reports, Gerador de atualização de tabela (SM30), Workflow;Aplicação de notas em ABAP. Diferencial se conhecer WEBDYNPRO ABAP E/OU WEBDYNPRO JAVA E/OU WORKFLOW E/OU SAP FIORI E/OU SCREEN PERSONAS.",0.6856
6,the same,the same,the same,Desenvolvedor SOA," Atuar com Desenvolvimento de serviços com as seguintes tecnologias: Barramento: ALSB (AquaLogic Service Bus), OSB (Oracle Service Bus). Camada Dados: ALDSP (AquaLogic Data Service Platform v3.0). Camada de Integração: WLI (Weblogic Integration). Camada de Negócio: EJB2; EJB3. Processo de Negócio: BPEL. Servidores de Aplicação: Weblogic Server 9.2 e 10.0. Banco de Dados: Oracle 9i, Oracle 11g. Linguagens: XQuery, XPath, XML, XSD, DTD. Padrões: WSDL, SOAP, UDDI, REST (JSON, XML, etc). IDE de Desenvolvimento: Eclipse, JDeveloper. Oracle Fusion Middleware 11g (Oracle Service Bus, Oracle SOA Suíte, Oracle Golden Gate, Oracle Data Integrator e Oracle Enterprise Repository). APIs Web (OAG - Oracle API Gateway)., Ensino Superior em áreas afins.",0.6843
7,the same,the same,the same,Consultor de Designer," Atuar com desenvolvimento de serviços com as seguintes tecnologias: - barramento: Alsb (aqualogic service bus), osb(oracle service bus) - Camada dados: Aldsp (aqualogic data service platform v3.0) - Camada de integração: Wli (weblogic integration) - Camada de negócio: Ejb2 ejb3 - Processo de negócio: Bpel - Servidores de aplicação: Weblogic server 9.2 e 10.0 - Banco de dados oracle 9i, oracle 11g - Linguagens xquery, xpath, xml, xsd, dtd - Padrões: Wsdl, soap, uddi, rest(json, xml) - Ide de desenvolvimento: Eclipse, jdeveloper - Oracle fusion middleware 11g (oracle service bus, oracle soa suíte, oracle golden gate, oracle data integrator e oracle enterprise repository) - Apis web(oag oracle api gateway)., Conhecimentos nas atividades descritas.",0.682
8,the same,the same,the same,Consultor SAP BW / HANA," Ministrar cursos BW on HANA em um cliente externo, Visão geral do SAP HANA 1,0. SAP HANA Estúdio, arquitetura do SAP de computação in- memory, visão geral sobre o provisionamento de dados em SAP HANA usando, arquivo Simples carregar.SAP Data Services.SAP Replication Server LT, SAP Conexão Direta Extractor (DXC), Modelagem com Co-PA Cenário, reportagem SAP HANA Opções de Conectividade de Dados de Base. Microsoft Excel. SAP BusinessObject para o Office. SAP BusinessObjects para OLAP. SAP BusinessObjects para Explorer. SAP Crystal Reports, BusinessObjects Dashboards SAP. SAP BusinessObjects Web Intelligence, Fundamentos SAP HANA. SAP NetWeaver BW 7,3. SAP HANA otimizado objetos. DataStore Object (DSO). InfoCube. Objeto SemanticPartioned (SPO). Cenários mistos de SAP BW e esquemas HANA. Provedor transitória, Publicação de modelos SAP HANA ao Índice Analítico, Provedor Composite. HANA como sistema de origem via DB Conectar, Workspaces BW, Arquitetura escalável em camadas, sem SAP HANA, Arquitetura escalável em camadas plus plus (LSA + +) com a SAP HANA., Desejável experiência como Consultor SAP BW / HANA., Ensino Superior completo.",0.6803
9,the same,the same,the same,Analista SAP BW / HANA," Ministrar cursos BW on HANA em um cliente externo, Visão geral do SAP HANA 1,0. SAP HANA Estúdio, arquitetura do SAP de computação in- memory, visão geral sobre o provisionamento de dados em SAP HANA usando, arquivo Simples carregar.SAP Data Services.SAP Replication Server LT, SAP Conexão Direta Extractor (DXC), Modelagem com Co-PA Cenário, reportagem SAP HANA Opções de Conectividade de Dados de Base. Microsoft Excel. SAP BusinessObject para o Office. SAP BusinessObjects para OLAP. SAP BusinessObjects para Explorer. SAP Crystal Reports, BusinessObjects Dashboards SAP. SAP BusinessObjects Web Intelligence, Fundamentos SAP HANA. SAP NetWeaver BW 7,3. SAP HANA otimizado objetos. DataStore Object (DSO). InfoCube. Objeto SemanticPartioned (SPO). Cenários mistos de SAP BW e esquemas HANA. Provedor transitória, Publicação de modelos SAP HANA ao Índice Analítico, Provedor Composite. HANA como sistema de origem via DB Conectar, Workspaces BW, Arquitetura escalável em camadas, sem SAP HANA, Arquitetura escalável em camadas plus plus (LSA + +) com a SAP HANA., Necessário experiência comprovada na função. , Ensino Superior completo.",0.6783
0,"Superintendent - Data Acquisition,Senior Manager - Analytics,Senior Manager - Retail Credit Risk,Manager - Corporate & Treasury Credit Risk,Coordinator - Corporate Credit Risk,Specialist - Risk Management,Management Associate Program - Trainee,Intern,Intern - Research","Bs,Control and Automation Engineering,Master of Business Administration (M.B.A.),Finance","Credit Risk,Risk Management,Portfolio Management,Financial Risk,Banking,Corporate Finance,Credit,Management,Financial Analysis,Financial Modeling,Credit Cards,Cash Management,Project Management,Finance,Analysis,Capital Markets,Derivatives,Retail Banking,Basel II,Trade Finance,Treasury,Analytical Skills",Junior Implementation Consultant," Analyze and understand business requirements of the customer. Propose technical solutions in order to meet customer needs. Write internal and external documentation, create and update action lists. Configure technical solution work with SQL, XML / XSL, SQL Reporting, internal tools, etc. Organize workshops and trainings for customers. Support users during and after GoLive, until the project is transferred to the global support team. Responsible, along with the Project Manager, for the entire implementation process. You will be responsible for making and keeping the customer satisfied, both on site and remotely via email / phone during the implementation. You will achieve your results by being a reliable consultant, motivated and wellorganized., Conhecimento avançado em MySQL. Technical university (Informatics, Engineering, or similar studies). Good IT understanding and knowledge: SQL Server, XML / XSL, scripting, Microsoft SQL Reporting. Previous experience with client-server applications, databases, cloud solutions, VM ware is a major plus. Passionate about technologies and focused on growing a career in IT field. Able to learn fast, reliable, motivated and ambitious. Strong communication skills. , Desejável Graduação concluída.",0.7914
1,the same,the same,the same,Consultor SAP FI," As a SAP Financial Analyst, you will provide support for Project System module & Investment Management module, and Finance Asset Accounting sub module (e.g. Fixed Assets). Provide support to include data interface /processes implemented in ExxonMobil SAP systems. He/she will also provide consultation and design services in response to requests for enhancements to the projects/fixed assets processes implemented in the respective systems. Since Intercompany is a highly customized area, technical skills is a must. Candidate will make part of a global team with functional supervisor in USA. Candidate will provide regular routine support to users located mostly in Americas and Europe. Participate on Projects related to Intercompany area., The ideal candidate will have: Strong knowledge in SAP including tables and structures for Project System module, Investment Management module, and Finance Asset Accounting (e.g. Fixed Assets) sub module. Strong knowledge of SAP master data and transactional data, including Project Systems objects- work break down structures, project networks, as well as integration with other modules like MM, FI/CO, SD. Accounting principles: intermediate. English language fluency ? verbal and written. SAP 4.6x: Intermediate. SAP Fi Acct Module: Intermediate. SAP PS Module: Expert. SAP R/3: Intermediate",0.7882
2,the same,the same,the same,Sap Bpc Develope," Knowledge on ABAP, Script Logic, Administration (Dimensions, Models and Security), Transformation Files, Conversion Files, Packages. Master Data and Transactional Data, Flat file upload, BADI experience. Experience working with BW objects. Knowledgeable with the testing activities such as Define, create and execute Test Cases. Able to analyze Functional/Technical specifications, Problem solving, Unit/Regression testing, Data Structures, working in teams and tight deadlines, Experience with Analysis of requirements and create Product requirements as well as design, Technical Specifications. Experience working with automation tools such as Tidal.",0.7835
3,the same,the same,the same,Sap Bw Developer," Provide a delivery status for the migration on a weekly basis, able to analyze Functional/Technical specifications, problem solving, Unit/Regression testing, Data Structures, working in teams and tight deadlines, Expert level (At least five years) experience working with Infocubes, Info Objects, Master Data and Hierarchy, Data modelling, ABAP (Routines / Transformations). Process chains, Analysis Authorizations, Data Extraction, Flat File uploads. Experience working with BPC objects is a Plus. Should have experience with Analysis of requirements and create Product requirements as well as design, Technical Specifications. Should have experience with Define, create and execute Test Cases. Experience working with automation tools such as Tidal.",0.7834
4,the same,the same,the same,Scheduler II/ Assitênte Administrativo - SAP (CRM)," Be accountable for scheduling the right resource to meet customer situation. Communicate and keep customer updated regarding the status of on-site visit. Treat customer issues with prompt attention and exceptional level of professionalism. Behave in a manner that results in a positive customer experience. Keep accurate and timely record of resource availability and commitments. Document handling of each service call accurately and in a timely manner in the service database. Demonstrate sound business judgment when prioritizing and managing competing priorities. Thrive in a dynamic and fast paced work environment Qualifications: Customer first attitude. Have experience. Self-starter that needs little direction, comfortable adapting to changing technology. Excellent written and verbal communication skills. Strong planning, coordination, and organizational skills Detail oriented, multi-tasker who can work with interruptions. Effective interpersonal and cross-functional collaboration skills Communicate effectively at all levels of the organization. Ability to take ownership, problem solve, and drive resolution of each situation.",0.7791
5,the same,the same,the same,"SAP Specialist FI - GL, CO and JVA Modules"," Financial analyst with experience implementing global IT solutions in SAP ECC 6 for global Oil and Gas Industry. Experience needed in areas of general ledger, cost center, profit center, profitability management, Joint Interest Accounting, Fixed Assets, projects to assets, transfer pricing and valuation items. Ability to perform IT design, configuration, prototyping, unit testing/documentation, batch variants setup and define management of change requirements. System Design skill with strong ability to collect business requirements, perform a fit/gap analysis, apply SAP industry best practices, and define use cases for implementations in a global environment. Ability to write solid and detailed functional and technical design documents in English, to be handed over to Developer or other project staff, covering design for configuration items and custom developments as well as work with business experts to understand their requirements, guide and advise them on best solution approach managing business experts with confidence. Focus area: Cost Accounting (CO). Specific experience in SAP ECC 6 FI process area: Cost Accounting (CO) and JVA modules. Solid demonstrable Upstream Oil & Gas experience. ABAP debugging skill is a plus. Experience with Agile framework (SAFe; Scrum; Kanban) is a plus., Experience, possesses and applies a broad knowledge of principles, practices, and procedures of particular field of specialization to the completion of difficult assignments. Skill Level. Safety Oriented Mindset. Proficient in English (written & verbal). Team Oriented Personality & Positive Attitude. Effective End User Communication (written & verbal). Analytical skills. Customer Oriented. Problem Solver. Time Management. Goal Oriented. Team Player. Efficient. Responsible. Creative. Interface at Executive level. Interface with the business/client - High, Medium, Low. Experience working with large teams. Experience working independently. Experience working with a global team.",0.7778
6,the same,the same,the same,"SAP Specialist - Fixed Asset, Project To Asset, And JVA Modules"," Overall description Financial analyst with experience implementing global IT solutions in SAP ECC 6 for global Oil and Gas Industry. Experience needed in areas of general ledger, cost center, profit center, profitability management, Joint Interest Accounting, Fixed Assets, projects to assets, transfer pricing and valuation items. Ability to perform IT design, configuration, prototyping, unit testing/documentation, batch variants setup and define management of change requirements. System Design skill with strong ability to collect business requirements, perform a fit/gap analysis, apply SAP industry best practices, and define use cases for implementations in a global environment. Ability to write solid and detailed functional and technical design documents in English, to be handed over to Developer or other project staff, covering design for configuration items and custom developments as well as work with business experts to understand their requirements, guide and advise them on best solution approach managing business experts with confidence. Focus area: Fixed Asset, Project to Asset Specific experience in SAP ECC 6 FI process area: Fixed Asset, Project to Asset, and JVA modules Solid demonstrable Upstream Oil & Gas experience. ABAP debugging skill is a plus. Experience with Agile framework (SAFe; Scrum; Kanban) is a plus Strong team work - share knowledge with others; training and support others as a more senior person. Senior level of profissional experience, possesses and applies a broad knowledge of principles, practices, and procedures of particular field of specialization to the completion of difficult assignments. Skill Level Safety Oriented Mindset, Proficient in English (written & verbal), Team Oriented Personality & Positive Attitude Effective End User Communication (written & verbal), Analytical skills, Customer Oriented, Problem Solver, Time Management, Goal Oriented, Team Player, Efficient, Responsible, Creative, Interface at Executive level. Interface with the business/client- High, Medium, Low Experience working with large teams. Experience working independently. Experience working with a global team.",0.775
